7	每次数学课改考卷，思琪盯着助教念ABCD，A是命令，B是脏话，C是嘘了要她安静，D是满足的微笑。	3	房思琪的初恋乐园_林奕含	1
4	叶文洁不知道材料上那些内容是真是假，但可以肯定，上面的每一个标点符号都具有致命的政治杀伤力。	3	三体_刘慈欣	1
6	苏东坡有两句诗：一年好景君须记，正是橙黄橘绿时。	2	林清玄	1
6	大水流为九曲，春风又是一年。	0	-	1
6	三个臭皮匠，胜过诸葛亮。	0	-	1
0	这首歌深深打动了我，我决定写下一篇这样的小说，就是这篇《活着》，写人对苦难的承受能力，对世界乐观的态度。	3	余华_活着	1
4	九万里雷霆，八千里风暴，劈不歪，砍不动，轰不倒！	1	语文题库	1
9	阳奉阴违，口是心非，当面说的好听，背后又在捣鬼，这就是两面派的行为。	0	-	1
1	那位被检举者待人接物的势利现实，一如阳光下的融雪，终至底层裸露，让人看清楚。	2	把一切交给时间_储子	1
6	青年诗人殷夫将它译为：生命诚可贵，爱情价更高。	2	译诗漫谈_王若谷	1
7	我们的生命如此短暂，有所营谋，必有所烦恼；有所执著，必有所束缚；有所得，必有所失。	2	把时间花在心灵上__林清玄	1
0	我们看到街上那些智障或者智力比较差的人，他们是非常单纯，非常纯净的。	2	林清玄	1
0	铜钱上盖着的南瓜叶是我娘和家珍去采的，凤霞看到了也去采，她挑最大的采了两张，盖在担子上，我把担子挑起来准备走，凤霞不知道我是去还债，仰着脸问：爹，你是不是又要好几天不回家了？	3	余华_活着	1
1	他脑袋垂着，眼睛却跟钉子似的钉在龙二那双手上。	3	余华_活着	1
0	当我们鲜红的血液还能流动与运转，就以感谢的心来为社豁做一点什么吧！	2	林清玄	1
0	连长都不知道我们到了什么地方，村里人跑了个精光，我望望四周，除了光秃秃的树和一些茅屋，什么都没有。	3	余华_活着	1
0	这样想着，使我因悲哀而感到心酸，类似这样的画面，在这个城市却每天都在发生。	2	林清玄	1
3	红领巾在车站宣传卫生。	0	-	1
2	泉水绕过树根，拍打卵石，穿越草丛，流连花间……	1	语文题库	1
1	浅绿色的树皮上嵌着淡黄色的花纹，像一匹匹光滑的绸缎。	1	语文题库	1
4	广场上人山人海。	1	语文题库	1
0	希望你们不要听信他们的谎言，站在正义的一方，站在革命的一方！	3	三体_刘慈欣	1
0	我放下了手，悬着的心也放下了。	3	余华_活着	1
3	白胡子摇头晃脑，在讲台上自顾自说着书，底下的学生心早就飘到了窗外。	0	-	1
5	她的声音犹如棉花糖一样甘甜,犹如婴儿的棉肚兜一样柔软。	0	-	2
0	他身材瘦高，身着飘逸的黑色长袍，长发在头顶上不经意地缩了个结，剩下的在风中飞扬。	3	三体_刘慈欣	1
0	这天开始，我就挑着铜钱走十多里路进城去还债。	3	余华_活着	1
2	我的写作，不只是在告诉人关于这人间的美丽，而是在唤起一些沉睡着的美丽的心。	2	林清玄	1
0	当它的舰首接触两根钢技之间似乎空无一物的平面时，汪淼头皮一紧，但什么都没有发生，巨轮庞大的船体从两根钢技间徐徐驶过。	3	三体_刘慈欣	1
0	为他们插进了联考的巨大空虚干杯。	3	房思琪的初恋乐园_林奕含	1
11	这不是自取灭亡吗?	3	三体_刘慈欣	1
0	我满身泥土走上了家乡的路，后来我看到了自己的村庄，一点都没变，我一眼就看到了，我急冲冲往前走。	3	余华_活着	1
11	怎么会不知道呢?	3	三体_刘慈欣	1
3	不拿群众一针一线。	0	-	2
0	爹坐下后问我：债还清了？	3	余华_活着	1
0	我丈人使劲跺了下脚说：还不快去。	3	余华_活着	1
0	我看了看她，看了看自己，然后笑了：一路小心。	2	非走不可的弯路__张爱玲	1
0	他们干得很从容，甚至看上去有些懒洋洋的，像是在从事一件平淡乏味的工作。	3	三体_刘慈欣	1
2	街道两旁尽是黑色的瓦砾，烧焦的树木垂头丧气地弯着腰。	1	语文题库	1
0	有个老兵想想前面的弟兄流血送命，我们老闲着也不是个办法，他就去问连长：我们是不是也打几炮？	3	余华_活着	1
0	她和孩子们站在一片修剪得很好的绿草坪上，上面有几只白色的小动物。	3	三体_刘慈欣	1
1	长官向我们两个挥挥手说：两头蠢驴，打架都不会，给我去拉大炮。	3	余华_活着	1
0	汪淼环顾四周，看到了冯·诺伊曼和秦始皇，冯·诺伊曼在飘浮中对秦始皇大声说着什么，但没有声音发出，只出现了一行小小的字幕：……	3	三体_刘慈欣	1
0	我爹已不是走在自己的地产上了，两条腿哆嗦着走到村口，在粪缸前站住脚，四下里望了望，然后解开裤带，蹲了上去。	3	余华_活着	1
2	在蒙昧混沌的世界中，有这样的音乐渗入心灵，会怎么样呢？	2	莫扎特的造访_赵丽宏	1
11	居里夫人只要在专利书上签个字，所有的困难不是都可以解决了吗？	0	-	1
1	书籍是全世界的营养品。	1	语文题库	1
3	要是再敢乱说话，小心你的乌纱帽！	0	-	2
5	月光下，那低头思故乡的离愁，已被古老的潮水年复一年的打磨得光滑如许了，在湖边浅水里静泊成一叶沉思的小舟。	0	-	1
0	连长命令我们架起大炮，我知道这下是真要打仗了。	3	余华_活着	1
3	枪杆子里出政权。	0	-	1
3	竹竿生了病，所以才会那么瘦。	0	-	1
1	露似珍珠月似弓。	2	-	2
0	解放军让我回家，还给了盘缠。	3	余华_活着	1
1	耀眼的晚霞转瞬即逝，夜幕像被一双巨手拉扯的大黑布般遮盖了已化为灰烬的世界。	3	三体_刘慈欣	1
0	相思林的麻雀偶尔也会数只一群飞到窗前的庭院，跳来跳去，叫一叫，就呼啸过去了。	2	林清玄	1
2	只是，生命的悲情是，我们自以为比时间快一步，但岁月也很快地被时光掩埋。	2	林清玄	1
7	常常有一种喜欢留在心上，喜欢茶香在舌尖喉际回绕，喜欢和一二知己在桌上谈心，看咖啡在透明的壶内沸腾，喜欢突然接到一个电话，说他此刻送花来，请到某处相候……	2	喜欢_史长安	1
0	只有在这社会的大风大浪中，他才把饿肚子放在一边，精神上享受着一种无限的快活。	3	平凡的世界_路遥	1
1	飞机在上面一出现，下面的国军就跟蚂蚁似的密密麻麻地拥来拥去，扔下的一箱箱弹药没人要，全都往一袋袋大米上扑。	3	余华_活着	1
1	八千多日子已经从我手中溜去；像针尖上一滴水滴在大海里。	1	语文题库	1
0	那妓女嘟嘟哝哝背着我往城门走，说什么雷公不打睡觉人，才睡下就被我叫醒，说我心肠黑。	3	余华_活着	1
0	我过不去，在那里耽搁了几个月。	3	余华_活着	1
4	这座楼真高，坐电梯到了顶楼，发现云都在脚下。	0	-	1
4	我无论如何也不忍把姐姐病中的面貌加以描述，这于我是一种心灵上的刑罚；于读者，也无疑会因为一个不相识女子的美丽的陨丧，而有些颓丧的。	2	美丽人生_余志刚	1
2	树儿沐浴过春雨，褪去了枯黄的冬衣，为自己换上了嫩绿的新装。	0	-	1
0	这分别意味着什么？	3	三体_刘慈欣	1
9	记得在大三的一次信息课中，教授挂出了两幅大图片，一幅是画面庞杂精细的《清明上河图》，另一幅是一张空旷的天空照片，空荡荡的蓝天上只有一缕似有似无的白云。	3	三体_刘慈欣	1
